propertyid,attrition,latitude,longitude,bedrooms,bathrooms,averagedailyrateusd,rating_overall,rating_communication,rating_accuracy,rating_cleanliness,rating_checkin,rating_location,rating_value,reservationdays1,reservationdays2,reservationdays3,reservationdays4,reservationdays5,reservationdays6,reservationdays7,reservationdays8,reservationdays9,reservationdays10,reservationdays11,reservationdays12,nmon
14900706,1,37.457253,-122.15143,1,1.0,196.0,100,10,10,10,10,10,10,1.0,0.0,0.0,0.0,14.0,0.0,28.0,8.0,8.5,7.0,5.5,0.0,19
7770020,0,37.80418,-122.23785,1,1.0,58.82,97,10,10,10,10,10,10,4.6666665,3.0,1.0,4.5,2.0,0.0,0.0,7.0,1.3333334,14.333333,6.3333335,1.0,28
4155983,0,37.768486,-122.42066,1,1.0,136.62,99,10,10,10,10,9,9,8.75,10.333333,10.0,8.5,12.0,12.0,14.0,18.0,13.0,14.75,5.75,8.25,32
791337,0,37.908115,-122.51635,1,1.0,150.38,99,10,10,10,10,10,10,9.0,14.0,24.0,16.0,25.0,22.0,24.0,21.0,14.0,19.0,22.0,10.5,16
542051,1,37.914371,-122.55361,2,1.0,267.5,97,10,10,10,10,10,10,5.0,5.0,10.0,15.5,21.0,11.666667,21.0,11.333333,8.666667,7.0,11.0,2.0,28
13263750,0,37.796963,-122.42452,1,1.0,132.72,94,10,10,9,10,10,9,18.0,23.0,28.0,28.0,29.0,26.0,20.0,18.5,16.0,29.0,25.0,17.5,18
8802436,0,37.434025,-122.20935,1,1.0,59.619999,97,10,10,9,10,10,10,24.0,29.0,31.0,21.5,16.5,29.5,29.5,22.0,10.0,14.333333,26.5,20.0,23
16535678,0,37.765045,-122.44851,1,1.0,264.06,100,10,10,10,10,10,10,16.0,22.5,30.0,24.0,31.0,24.0,26.0,31.0,28.0,30.0,25.0,24.0,15
1271323,0,37.86549,-122.30639,1,1.0,142.0,97,10,10,9,10,9,10,18.25,20.75,20.0,20.0,17.0,21.0,26.333334,28.25,25.75,15.75,7.75,20.0,44
13591376,0,37.968754,-122.53529,1,1.0,72.559998,96,10,10,10,10,10,10,26.0,17.0,5.0,5.0,0.0,4.0,6.5,18.0,10.0,6.0,0.0,7.0,19
16204996,0,37.889786,-122.30451,1,1.0,71.900002,94,10,9,10,10,9,9,11.5,27.0,24.0,13.0,13.0,27.0,20.0,27.0,0.0,22.0,24.0,9.0,14
13075838,0,37.794197,-122.41595,0,1.0,126.33,79,9,9,8,9,10,8,16.0,28.0,23.0,19.0,8.0,15.5,13.0,26.0,27.0,29.0,26.0,26.5,17
13671296,1,37.777973,-122.45569,1,2.0,176.58,85,9,9,7,8,10,9,9.0,0.0,0.0,0.0,12.0,9.0,16.5,11.5,20.0,7.0,3.0,4.0,15
16559427,0,37.751003,-122.4085,1,1.0,110.91,99,10,10,10,10,9,10,31.0,9.0,7.0,28.0,28.0,28.0,26.0,31.0,30.0,29.0,29.0,28.0,12
17156918,0,37.840164,-122.2636,0,1.0,72.919998,99,10,10,10,10,9,10,11.0,7.0,14.0,27.0,22.0,23.0,20.0,25.0,28.0,18.0,18.0,30.0,13
45871,0,38.180183,-122.90796,1,1.0,296.45999,96,10,10,10,10,10,9,13.0,13.0,14.0,9.0,13.666667,14.333333,19.0,18.0,14.0,12.25,11.75,15.0,44
3759246,0,37.755745,-122.47917,1,1.0,113.78,94,10,9,10,10,10,9,24.666666,21.0,24.333334,28.0,29.0,28.0,23.5,27.0,20.0,27.5,17.666666,20.666666,30
15223404,0,37.547989,-121.98905,1,1.0,62.459999,99,10,10,10,10,10,10,18.0,15.0,13.0,5.0,20.0,18.0,19.0,22.0,23.0,24.0,5.5,9.0,16
6852552,0,37.438091,-122.25439,1,1.0,101.08,92,10,10,9,10,10,10,0.0,8.0,2.6666667,1.0,19.0,10.0,3.0,3.5,1.0,1.5,0.66666669,3.3333333,26
17806379,0,37.831902,-122.245,0,1.0,111.98,98,10,10,10,10,10,10,5.0,11.0,6.0,4.0,15.0,19.0,30.0,17.0,13.0,22.0,29.0,25.0,13
5628773,1,37.778263,-122.43937,2,1.5,335.75,93,9,10,8,10,10,9,3.0,0.0,5.5,8.0,14.0,2.5,15.0,13.0,4.0,10.0,4.5,0.0,23
17973795,0,37.760422,-122.42574,1,1.0,168.89,100,10,10,10,10,10,10,19.0,21.0,29.0,9.0,8.0,13.0,22.0,31.0,30.0,24.0,23.0,28.0,12
10861742,0,37.63406,-122.49119,2,1.0,191.09,94,10,10,9,10,10,9,4.0,10.0,15.666667,19.0,19.5,22.5,26.0,28.0,19.5,21.5,19.0,11.5,27
17210399,0,37.655674,-122.04776,1,1.0,30.040001,89,9,9,9,10,9,9,16.0,18.0,15.0,1.0,21.0,15.0,13.0,27.0,27.0,10.0,8.0,16.0,12
3168359,0,37.77932,-122.50964,1,1.0,163.37,96,10,10,10,10,10,9,23.25,25.0,25.75,26.333334,24.666666,24.0,28.0,19.25,26.0,22.0,19.333334,19.0,43
10957203,0,38.013527,-122.68843,0,1.0,95.239998,97,10,10,10,10,10,10,6.0,8.0,9.0,14.0,18.0,17.5,20.5,21.0,26.0,8.5,9.5,6.5,24
12713959,0,37.838474,-122.24884,1,1.0,86.120003,100,10,10,10,10,10,10,16.0,8.0,18.5,11.0,19.5,17.5,27.5,28.0,24.5,28.5,20.0,21.0,23
11569959,0,37.97607,-122.56035,1,1.0,170.33,80,8,8,8,9,9,8,0.0,0.0,1.0,0.0,2.5,15.5,0.5,1.0,2.0,0.0,0.5,0.0,21
6855106,0,37.771442,-122.44102,1,1.0,178.73,89,9,9,9,10,10,9,23.0,17.0,29.0,27.0,27.5,25.0,28.0,28.5,21.0,27.666666,25.0,25.5,29
3534412,1,37.752907,-122.40627,1,1.5,72.639999,88,10,9,8,10,9,9,26.666666,18.666666,29.0,20.333334,20.333334,20.666666,20.666666,31.0,30.0,30.666666,26.333334,29.0,35
10728792,0,37.779953,-122.40538,2,2.0,396.89999,95,10,10,10,10,10,9,7.0,8.666667,6.3333335,10.0,12.0,12.5,21.0,16.5,16.0,19.0,11.5,12.5,26
7181279,0,37.733791,-122.41556,0,1.0,146.36,92,10,10,10,10,9,9,17.0,12.333333,17.0,5.0,20.0,28.0,31.0,12.0,22.0,21.666666,24.5,20.666666,26
5480978,0,37.903431,-122.2939,1,1.0,96.230003,99,10,10,10,10,10,10,23.666666,15.25,19.25,23.0,23.0,23.0,27.333334,28.333334,17.0,21.666666,23.5,15.5,36
11563014,0,37.733078,-122.41298,1,1.0,154.35001,90,10,10,10,10,9,9,6.0,5.5,9.0,16.0,18.5,24.5,23.0,21.5,20.0,20.5,10.5,3.0,25
16678111,0,37.838955,-122.2621,1,1.0,114.66,97,10,10,10,10,9,10,9.0,25.0,14.0,28.0,31.0,30.0,31.0,31.0,29.0,27.0,28.0,27.0,13
3176811,0,37.581558,-122.36107,1,1.0,202.0,96,10,10,10,10,10,10,16.25,18.75,19.75,16.333334,21.666666,28.666666,28.333334,25.25,21.75,20.5,12.25,13.0,44
10137814,0,37.800152,-122.42101,3,1.5,608.5,94,9,10,10,10,10,9,16.333334,16.333334,21.666666,19.0,20.5,16.5,18.5,22.0,17.5,24.5,21.0,16.666666,28
5203557,0,37.89856,-122.70967,2,2.0,313.0,91,9,10,9,10,10,9,5.25,3.75,6.75,11.666667,11.333333,5.3333335,11.666667,12.333333,9.333333,8.0,9.333333,4.3333335,39
4566275,0,37.778515,-122.44109,2,2.0,315.84,93,10,9,9,10,10,9,15.5,18.75,25.75,20.0,22.666666,19.0,19.0,24.0,20.0,19.0,11.5,17.75,41
13580338,0,37.79034,-122.2065,1,1.0,51.009998,96,10,10,10,10,9,10,9.0,15.5,6.0,5.0,25.0,2.0,10.0,22.0,9.5,11.5,6.5,10.0,22
4448724,0,38.246826,-122.90411,1,1.0,166.02,96,10,10,10,10,10,9,2.75,3.75,2.75,6.3333335,6.3333335,8.0,9.333333,8.666667,12.333333,10.0,4.25,7.25,41
11227746,0,37.945835,-122.51643,1,1.0,209.75999,98,10,10,10,10,10,10,13.5,13.0,6.5,15.0,5.5,17.0,19.5,17.5,5.5,18.0,18.5,19.5,25
4890230,0,37.798752,-122.40475,1,0.0,42.970001,93,10,9,9,10,9,9,16.25,18.5,22.5,16.666666,13.666667,24.0,26.0,20.666666,21.0,20.0,17.0,15.75,40
17909276,0,37.884567,-122.29593,1,1.0,101.04,99,10,10,10,10,10,10,4.0,9.0,4.0,1.0,4.0,26.0,15.0,14.0,30.0,12.0,22.0,2.0,13
5048002,0,37.682278,-122.40343,0,1.0,122.18,99,10,10,10,10,10,10,14.333333,7.3333335,20.333334,12.0,24.5,20.666666,31.0,27.5,22.0,19.333334,23.333334,18.0,32
619624,1,37.857605,-122.26595,1,1.0,63.18,89,10,9,8,10,9,8,1.0,6.3333335,9.333333,1.5,3.0,4.6666665,4.0,7.3333335,4.0,6.25,2.25,6.5,36
9793897,0,37.764221,-122.4332,1,1.0,164.75,96,10,9,9,10,10,9,10.0,17.0,8.0,15.0,8.0,12.5,16.0,15.5,20.0,15.0,16.0,5.5,19
5463011,0,37.792469,-122.26862,1,1.0,81.959999,97,10,10,10,10,10,10,14.333333,11.25,3.75,4.6666665,10.333333,9.666667,6.3333335,3.6666667,2.3333333,8.0,5.0,12.666667,38
14872962,0,37.551723,-122.37039,0,1.0,146.97,100,10,10,10,10,10,10,10.5,9.0,21.0,11.0,23.0,14.0,25.0,23.0,12.5,21.5,17.0,11.0,19
9990257,0,37.689445,-121.79834,1,1.0,65.660004,92,10,10,10,10,10,9,19.0,12.0,28.5,13.0,10.0,24.0,8.0,28.0,24.0,21.0,10.0,15.0,16
2502368,0,37.74979,-122.40877,1,1.0,114.15,99,10,10,10,10,10,10,0.0,6.0,7.6666665,2.0,11.5,8.5,16.0,13.0,9.0,2.5,2.5,0.0,24
13789725,0,37.757381,-122.50716,1,1.0,176.94,99,10,10,10,10,10,10,16.5,23.0,27.0,28.0,28.0,26.0,30.0,26.0,29.0,14.5,25.0,25.5,18
15888263,0,37.64555,-122.07818,1,1.0,45.110001,97,10,10,10,10,10,10,18.5,23.5,26.0,24.0,30.0,27.0,22.0,22.0,30.0,23.0,19.5,25.5,17
10000073,0,37.764702,-122.4222,1,1.0,183.16,96,10,10,10,10,10,10,19.666666,20.666666,24.0,24.0,28.0,23.5,23.0,25.0,24.0,21.5,21.0,14.333333,28
4263551,1,37.739151,-122.41485,1,1.0,167.06,95,10,10,10,9,10,9,18.333334,18.666666,20.333334,26.0,21.0,20.333334,28.5,27.5,21.0,15.0,12.666667,14.333333,32
10733204,0,37.775555,-122.44194,1,1.0,75.0,95,10,10,9,10,10,10,10.333333,8.333333,8.333333,12.5,20.0,22.5,28.5,25.5,22.5,24.5,11.5,10.0,27
13899425,1,37.88493,-122.29624,2,1.0,56.32,80,8,8,8,8,9,8,1.0,0.0,13.0,3.0,12.0,17.0,2.5,9.5,3.0,0.5,0.0,3.0,17
6987502,0,37.940506,-122.33463,2,1.0,76.440002,97,10,10,10,10,10,9,1.3333334,1.3333334,0.0,0.0,0.0,1.3333334,7.3333335,8.0,15.0,17.5,10.333333,10.0,29
15634550,0,37.802811,-122.42248,1,1.0,198.74001,100,10,10,10,10,10,9,30.5,17.0,16.0,4.0,25.0,15.0,12.0,13.0,23.0,15.5,17.5,30.0,17
5206062,0,37.909126,-122.68601,1,1.0,134.32001,93,10,10,9,10,10,9,4.75,5.75,7.75,8.0,11.666667,9.0,13.666667,12.333333,12.666667,8.333333,8.0,4.6666665,39
10809774,1,37.774761,-122.46588,1,1.0,495.0,100,10,10,10,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,12.5,17
324522,1,38.253193,-122.96846,4,3.5,1175.0,100,10,9,10,10,10,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,44
2664095,1,37.89537,-122.30695,1,1.0,85.139999,95,10,9,10,9,10,10,6.0,7.0,2.3333333,3.3333333,5.0,13.0,26.0,14.0,22.666666,13.333333,11.0,0.0,32
1692470,0,37.760109,-122.42363,0,1.0,123.6,98,10,10,10,10,10,10,25.25,24.0,23.75,27.333334,24.333334,27.0,28.0,21.0,27.0,28.75,28.25,18.5,40
7884875,0,37.757771,-122.44346,2,2.0,431.95001,96,10,10,10,10,10,10,12.0,12.666667,16.666666,13.0,19.5,14.5,12.5,11.0,12.333333,14.0,14.0,3.6666667,31
13675704,0,37.895355,-122.53856,1,1.0,102.45,100,10,10,10,10,10,10,19.5,21.5,27.0,22.0,30.0,30.0,22.5,23.5,17.5,16.5,21.0,22.0,21
651451,1,37.793388,-122.20708,2,1.0,94.0,96,10,9,9,10,9,9,2.0,2.6666667,3.5,0.0,0.0,6.0,14.0,13.0,3.0,4.0,15.0,3.0,19
5015125,1,37.56601,-122.26694,1,2.5,45.0,98,10,10,10,10,10,10,13.5,20.0,2.5,21.0,25.0,16.333334,13.666667,21.666666,21.333334,8.0,14.0,3.6666667,27
1767569,0,37.77832,-122.43079,1,1.0,191.47,98,10,10,10,10,10,10,21.333334,18.333334,26.0,18.0,30.0,25.5,28.0,28.5,26.0,20.0,19.0,13.666667,28
10813277,0,37.772251,-122.43386,1,1.0,137.39999,97,10,10,9,10,10,10,11.5,14.333333,22.5,19.0,22.5,24.0,26.5,20.0,26.5,20.0,20.5,22.0,24
17606629,0,37.971588,-122.53547,1,1.0,136.03999,100,10,10,10,10,10,10,0.0,0.0,15.5,1.0,0.0,3.0,2.0,13.0,7.0,12.0,9.0,0.0,13
16726947,0,37.469929,-122.13861,3,2.5,305.03,93,10,9,9,10,8,9,24.0,10.0,17.5,16.0,3.0,26.0,29.0,21.0,29.0,24.0,14.0,14.0,13
11104683,1,37.925869,-122.52763,2,1.5,194.67999,97,10,10,10,10,10,10,0.0,5.0,12.5,8.5,16.5,18.5,7.5,6.5,2.0,0.0,4.0,9.0,21
8759611,1,37.455296,-122.21333,2,1.0,305.97,93,10,10,9,10,10,9,23.5,16.0,24.5,20.0,7.0,30.0,28.0,15.5,9.0,11.0,13.0,10.0,21
1069167,0,37.741676,-122.38258,1,1.0,79.620003,93,10,10,9,10,8,9,19.0,17.5,24.75,22.666666,27.666666,12.333333,29.0,17.5,28.5,26.0,20.25,23.5,42
17795531,0,37.535515,-122.2959,3,1.0,225.35001,100,10,10,10,10,10,10,7.0,24.0,13.0,17.0,5.0,30.0,27.0,14.0,14.0,30.0,16.0,10.0,13
16406118,0,37.734081,-122.4136,1,1.0,101.54,96,10,10,10,10,9,10,28.0,25.0,31.0,30.0,28.0,26.0,27.0,30.0,29.0,28.0,26.0,11.0,16
10783891,0,37.591026,-122.39664,0,1.0,113.13,97,10,10,10,10,10,10,11.333333,19.333334,19.0,19.5,22.5,27.0,27.5,27.5,27.5,29.5,18.0,29.0,27
17846959,0,37.731735,-121.93565,1,1.0,46.75,99,10,10,10,10,10,10,31.0,28.0,13.5,21.0,18.0,27.0,24.0,25.0,28.0,23.0,26.0,23.0,13
130665,0,37.733501,-122.42868,0,1.0,153.21001,96,10,10,10,10,9,10,23.5,11.5,17.75,17.666666,25.666666,12.666667,18.0,23.5,17.75,18.25,13.75,13.75,44
10236010,0,37.940258,-122.30921,1,1.0,113.73,98,10,10,10,10,10,10,8.5,12.0,25.0,25.0,25.0,14.5,15.0,15.0,14.0,18.0,2.5,9.5,22
14697644,0,37.75634,-122.43003,3,1.0,254.0,94,10,9,9,10,9,9,12.0,18.0,26.0,24.0,25.0,24.0,26.0,14.0,24.0,26.0,19.0,15.5,18
5144482,0,37.744579,-122.46284,1,1.0,162.33,98,10,10,10,10,10,10,18.0,23.333334,26.333334,24.5,19.0,23.666666,27.0,29.0,27.5,24.666666,17.333334,23.666666,33
5698170,0,38.082375,-122.84229,1,1.0,271.35001,96,10,10,9,10,10,9,6.3333335,6.6666665,10.75,8.666667,10.666667,13.666667,21.333334,18.666666,11.0,11.0,6.0,11.0,37
7903648,1,37.696903,-121.86788,1,1.0,101.0,100,10,10,10,10,10,10,1.0,1.0,0.66666669,1.0,0.0,7.0,2.0,0.0,2.0,0.5,1.0,0.0,24
139723,0,37.521809,-122.3112,4,3.5,292.45001,88,10,10,9,10,10,10,0.0,2.0,0.0,0.0,2.0,8.5,8.333333,12.0,2.0,6.5,1.5,1.5,26
4312571,1,37.892288,-122.25478,1,1.0,85.800003,94,10,10,9,10,10,10,2.75,3.3333333,6.6666665,9.0,11.333333,12.0,13.666667,15.333333,3.3333333,3.25,3.6666667,1.3333334,38
4833210,1,37.439419,-122.39587,1,1.0,120.0,96,10,10,9,10,10,9,0.0,1.0,2.0,8.0,10.0,4.3333335,5.0,15.0,7.0,10.5,3.3333333,1.3333334,32
207980,0,37.744457,-122.43776,3,1.0,334.64999,96,10,10,9,10,9,9,25.5,21.75,27.0,27.333334,27.333334,25.333334,28.333334,27.333334,26.666666,24.75,22.75,26.5,42
360050,0,37.528175,-122.51277,1,1.0,292.53,88,10,9,9,9,9,8,3.5,2.5,9.75,2.0,9.0,13.0,10.666667,11.5,4.75,4.0,3.0,4.25,44
15216154,1,37.930622,-122.55217,4,2.5,489.14999,100,10,10,10,10,10,9,0.0,0.0,0.0,1.0,17.0,1.0,0.0,7.0,3.5,11.5,2.5,3.0,19
14505006,0,37.80159,-122.40281,1,1.0,225.95,99,10,10,10,10,10,10,24.0,24.0,24.0,23.0,31.0,28.0,21.0,13.0,24.0,19.0,23.0,12.0,19
11104122,0,37.757351,-122.43111,2,1.0,456.59,100,10,10,10,10,10,10,20.5,14.666667,17.666666,12.5,20.0,22.5,22.5,27.5,27.0,26.5,21.5,17.0,26
1241029,0,37.803654,-122.44554,1,1.0,200.61,98,10,10,10,10,10,10,8.5,7.5,9.25,8.0,16.666666,10.666667,13.333333,15.5,12.25,15.5,7.25,8.25,44
13173130,1,37.878944,-122.54487,1,1.0,99.300003,97,10,10,10,10,10,10,25.0,13.0,24.0,23.0,24.0,15.0,26.0,28.0,24.0,22.5,10.0,20.5,19
12290470,0,38.079044,-122.81078,1,1.0,155.77,97,10,10,10,10,10,10,11.0,11.5,11.0,19.0,9.0,7.0,9.5,11.0,13.0,10.0,6.5,13.0,21
14029083,0,37.900585,-122.55357,1,1.0,65.980003,92,9,9,9,9,10,9,13.5,16.5,24.0,28.0,22.0,29.0,17.0,24.5,21.0,26.5,21.5,17.0,21
15974117,0,37.801586,-122.44467,1,1.0,258.01999,92,10,10,8,10,10,9,6.0,17.0,23.0,17.0,14.0,13.0,7.0,18.0,25.0,6.0,2.5,3.0,14
12411577,0,37.903915,-122.29503,1,1.0,95.25,98,10,10,10,10,10,10,13.0,4.5,11.0,10.0,31.0,14.5,14.0,20.5,22.5,24.0,10.5,8.5,23
13327441,1,37.795414,-122.41834,1,2.5,131.02,93,10,10,10,10,10,9,22.0,25.0,25.0,22.0,22.0,15.5,17.5,18.0,25.0,27.0,18.0,21.0,14
14906035,0,37.707031,-122.46509,1,2.0,80.370003,93,10,10,10,10,9,9,20.5,18.0,22.0,15.0,30.0,25.0,29.0,28.0,21.0,23.5,20.0,24.5,19
11627507,0,37.930965,-122.70037,1,1.0,391.88,98,10,10,10,10,10,9,2.0,6.5,4.0,5.5,8.0,13.0,8.5,7.5,9.0,7.5,9.0,8.5,25
1036860,0,37.805195,-122.42142,2,1.0,244.44,98,10,10,10,9,10,10,8.5,2.0,9.0,12.5,12.5,14.0,12.5,17.333334,11.75,4.3333335,2.0,3.6666667,29
9311466,0,37.742287,-122.50335,2,1.0,238.67,90,10,9,10,10,9,9,23.333334,24.333334,25.666666,25.5,24.5,25.0,20.5,25.5,25.0,26.0,24.5,25.0,27
15901149,0,37.86092,-122.27698,1,1.0,139.99001,99,10,10,10,10,10,10,25.0,22.5,23.5,20.0,20.0,27.0,25.0,25.0,20.0,27.0,14.0,21.0,17
1992217,0,37.756191,-122.42881,1,1.0,157.7,98,10,10,10,10,10,10,20.75,18.5,19.25,15.5,14.0,21.666666,24.666666,22.25,21.25,21.5,14.0,13.5,43
16219958,0,37.77877,-122.47407,1,2.5,90.989998,94,10,10,10,10,10,9,28.0,26.0,24.0,26.0,28.0,25.0,30.0,29.0,26.0,26.0,26.0,27.0,13
7263986,1,37.78693,-122.41624,0,1.0,163.99001,96,10,10,9,10,9,9,1.3333334,3.0,3.0,8.5,6.5,6.0,6.0,8.5,5.3333335,10.333333,4.0,2.3333333,30
17907198,0,37.901005,-122.56358,2,2.0,252.37,99,10,10,10,10,10,10,19.0,26.0,11.5,25.0,22.0,26.0,24.0,26.0,29.0,24.0,17.0,21.0,13
9837993,0,37.790771,-122.43974,1,1.0,196.08,99,10,10,10,10,10,10,2.5,5.0,12.5,0.0,13.0,13.5,16.0,23.0,28.0,28.0,16.0,19.0,19
17875984,0,37.75666,-122.50035,1,1.0,92.470001,95,10,10,9,10,10,10,10.0,0.0,7.0,16.0,21.0,2.0,26.0,25.0,27.0,23.0,12.0,5.0,12
2455325,0,37.785023,-122.4653,2,2.0,342.81,96,10,10,10,10,9,9,16.333334,15.333333,18.0,20.5,21.666666,25.666666,26.666666,23.5,21.0,24.0,20.333334,16.0,39
1466345,0,37.841446,-122.2848,1,1.0,70.339996,93,10,10,9,10,9,9,7.5,13.0,8.5,1.0,10.333333,2.6666667,14.666667,10.75,14.0,12.75,6.0,7.25,43
1511076,0,37.763466,-122.425,1,1.0,142.89999,99,10,10,10,10,10,10,14.75,17.0,22.25,22.666666,26.0,21.0,25.666666,23.666666,21.333334,22.75,18.0,20.25,41
12853799,0,37.793476,-122.40335,1,0.0,42.98,93,10,10,9,10,10,9,13.5,14.0,14.0,3.0,16.5,18.0,18.0,23.0,26.5,20.0,13.5,12.5,23
11936,0,37.876308,-122.44939,1,1.0,352.32999,96,10,9,10,10,10,9,3.25,1.75,2.25,0.33333334,3.3333333,3.3333333,4.0,5.5,2.0,2.25,3.0,6.25,42
5965661,0,37.254982,-122.38186,1,1.0,165.34,99,10,10,10,10,10,9,2.3333333,2.0,7.6666665,5.5,3.0,9.666667,9.0,9.0,2.3333333,7.3333335,4.0,1.3333334,35
1593488,1,37.857246,-122.26216,0,1.0,78.269997,83,9,8,9,9,9,9,27.0,23.666666,23.333334,25.0,27.0,25.333334,30.0,29.75,24.75,26.75,23.5,21.0,41
1863106,0,37.767242,-122.42129,1,1.0,74.260002,95,10,10,9,10,9,9,24.25,23.0,27.666666,26.666666,22.333334,22.0,29.333334,25.75,27.25,22.0,23.0,21.75,42
16157827,1,37.630219,-122.43124,0,1.0,101.54,97,10,10,10,10,10,10,29.0,18.0,24.0,21.0,18.0,25.0,29.0,10.0,0.0,12.0,13.0,9.5,13
11090044,1,37.700157,-122.04652,2,1.0,96.209999,83,9,9,8,9,9,9,16.0,10.0,15.0,13.5,7.0,15.5,17.0,25.0,26.0,20.0,13.0,29.0,18
10156090,1,38.251598,-122.96318,3,1.0,413.14999,100,9,10,10,10,10,9,0.66666669,0.66666669,3.6666667,15.5,16.5,11.5,16.5,1.5,5.0,0.0,3.0,0.0,26
2182169,0,37.844852,-122.22074,0,1.0,90.190002,88,9,9,9,9,9,9,7.75,12.75,17.75,10.666667,21.666666,8.333333,18.5,13.5,17.75,16.25,15.5,12.75,43
6292635,1,37.743111,-122.42112,2,1.0,190.47,95,10,10,9,10,9,9,26.0,21.5,26.0,27.5,23.0,27.0,26.5,29.0,30.0,22.0,19.333334,27.0,26
7007759,1,37.717281,-122.4527,1,1.0,207.0,98,10,10,10,10,10,9,0.0,0.0,4.0,0.5,0.0,0.0,5.0,0.0,2.0,5.3333335,0.33333334,3.6666667,29
12872617,1,37.464539,-122.42994,1,1.0,360.0,100,10,10,10,10,10,10,0.0,1.0,0.0,0.0,3.0,7.5,10.0,6.0,0.0,3.0,6.5,3.5,22
10908985,1,38.011433,-122.55561,1,1.0,77.349998,96,10,10,10,10,10,10,0.0,8.0,4.0,0.0,9.0,5.0,13.0,9.0,9.0,10.0,5.0,0.0,17
17907928,0,37.473709,-122.19077,4,2.0,439.32001,96,9,10,10,10,10,10,11.0,3.0,9.0,24.0,28.0,12.0,27.0,17.0,10.0,20.0,15.0,9.0,13
3354871,0,37.879814,-122.28935,1,1.0,81.440002,98,10,10,10,10,10,10,6.0,9.0,17.0,12.666667,16.0,14.666667,18.666666,23.0,5.6666665,12.75,8.75,9.5,41
1920033,0,37.753891,-122.45802,1,1.0,94.230003,97,10,10,10,10,9,10,24.333334,23.25,27.0,29.5,27.5,25.0,24.5,29.0,25.666666,22.0,28.666666,27.666666,31
16482263,0,37.760464,-122.15581,1,1.0,61.34,100,10,10,10,10,10,10,10.0,11.5,11.0,27.0,12.0,8.0,29.0,25.0,21.0,26.0,21.0,14.0,15
8645398,1,37.758404,-122.26003,1,1.0,74.190002,92,10,10,9,10,10,10,4.5,4.5,12.0,9.5,13.0,21.0,21.0,21.5,20.0,18.0,9.5,13.0,24
4100473,0,37.776493,-122.43672,1,1.0,163.19,95,10,10,9,10,10,9,21.5,15.25,12.25,11.0,17.333334,29.0,15.5,28.5,12.0,3.5,4.0,13.25,33
15534552,1,37.830944,-122.27845,2,1.5,214.69,99,10,10,10,10,9,9,14.0,20.0,20.0,29.0,24.0,26.0,26.0,28.0,30.0,8.5,11.0,18.0,13
384285,0,37.929607,-122.3531,1,1.0,72.139999,95,9,10,10,10,9,9,0.0,0.0,2.3333333,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,1.0,25
2777673,0,37.940674,-122.34133,3,2.0,344.67999,100,10,10,10,10,10,10,0.0,0.0,4.6666665,0.0,1.0,5.0,1.3333334,5.3333335,0.66666669,0.75,1.75,1.5,36
14351998,0,37.790871,-122.41469,1,1.0,123.35,84,9,9,8,9,9,8,12.5,25.0,29.0,10.0,8.0,4.0,5.0,9.0,12.0,20.0,23.0,12.0,14
3083937,0,37.7822,-122.28661,1,1.0,88.760002,99,10,10,10,10,9,10,5.25,5.5,9.75,6.0,6.3333335,9.666667,11.666667,11.25,4.25,7.25,4.75,6.75,44
10999421,0,37.789108,-122.39114,0,1.0,171.46001,93,10,9,9,10,10,9,12.5,13.333333,15.666667,24.5,22.0,21.5,22.0,23.0,23.5,24.0,23.5,13.5,26
16426353,0,37.788429,-122.40702,0,1.0,131.64,86,9,9,9,9,10,9,25.0,24.0,27.0,29.0,27.0,26.0,30.0,31.0,27.0,30.0,25.0,11.5,16
11496667,0,37.890877,-122.11356,1,1.0,64.040001,96,10,10,10,10,10,10,27.5,19.0,24.333334,12.5,25.0,2.0,10.0,8.0,14.0,28.0,14.0,20.0,21
1336179,1,37.450283,-122.18007,1,4.0,49.330002,95,10,10,9,10,10,9,12.5,12.333333,14.0,5.3333335,15.333333,25.666666,23.333334,17.0,9.0,12.0,20.0,5.25,41
15256802,1,37.776672,-122.39479,1,1.0,222.31,100,10,10,10,10,10,10,4.0,8.0,21.0,27.0,2.0,5.0,13.0,13.0,0.0,4.0,5.0,12.0,12
4882331,1,37.882923,-122.12606,1,1.0,204.38,98,10,10,10,10,10,10,5.0,4.5,7.25,2.6666667,15.0,27.333334,18.0,18.0,8.333333,12.666667,9.0,9.75,40
4012681,0,37.827984,-122.24554,1,1.0,60.41,89,9,10,9,10,10,9,21.75,23.25,16.25,11.666667,13.0,22.0,20.0,26.0,20.25,17.75,0.0,4.6666665,40
13220623,0,37.761921,-122.49741,2,1.0,199.55,99,10,10,10,10,10,10,19.5,23.0,27.0,26.0,27.0,28.0,27.0,22.5,25.5,26.5,23.5,21.0,20
654279,0,37.74514,-122.40459,1,1.5,93.940002,99,10,10,10,10,9,10,20.75,19.5,26.75,25.0,26.0,11.0,19.0,24.0,24.25,16.25,20.5,16.5,44
